word,traditional,pinyin,hsk_level
曝光,曝光,bào guāng,7
曰,曰,yuē,7
曲,曲,Qū,7
曲折,曲折,qū zhé,7
曲线,曲線,qū xiàn,7
更改,更改,gēng gǎi,7
更衣室,更衣室,gēng yī shì,7
替换,替換,tì huàn,7
替身,替身,tì shēn,7
月初,月初,yuè chū,7
月票,月票,yuè piào,7
有两下子,有兩下子,yǒu liǎng xià zi,7
有助于,有助於,yǒu zhù yú,7
有口无心,有口無心,yǒu kǒu wú xīn,7
有声有色,有聲有色,yǒu shēng yǒu sè,7
有幸,有幸,yǒu xìng,7
有序,有序,yǒu xù,7
有待,有待,yǒu dài,7
有意,有意,yǒu yì,7
有所,有所,yǒu suǒ,7
有所不同,有所不同,yǒu suǒ bù tóng,7
有效期,有效期,yǒu xiào qī,7
有望,有望,yǒu wàng,7
有朝一日,有朝一日,yǒu zhāo yī rì,7
有机,有機,yǒu jī,7
有的放矢,有的放矢,yǒu dì fàng shǐ,7
有益,有益,yǒu yì,7
服务器,服務器,fú wù qì,7
服用,服用,fú yòng,7
服饰,服飾,fú shì,7
朗诵,朗誦,lǎng sòng,7
望,望,wàng,7
望远镜,望遠鏡,wàng yuǎn jìng,7
朝三暮四,朝三暮四,zhāo sān mù sì,7
朝代,朝代,cháo dài,7
朝夕相处,朝夕相處,zhāo xī xiāng chǔ,7
朝气蓬勃,朝氣蓬勃,zhāo qì péng bó,7
朝着,朝著,cháo zhe,7
期盼,期盼,qī pàn,7
朦胧,朦朧,méng lóng,7
木偶,木偶,mù ǒu,7
木匠,木匠,mù jiàng,7
木材,木材,mù cái,7
木板,木板,mù bǎn,7
未,未,wèi,7
未免,未免,wèi miǎn,7
未成年人,未成年人,wèi chéng nián rén,7
未知数,未知數,wèi zhī shù,7
未经,未經,wèi jīng,7
末日,末日,Mò rì,7
本分,本分,běn fèn,7
本性,本性,běn xìng,7
本意,本意,běn yì,7
本着,本著,běn zhe,7
本能,本能,běn néng,7
本色,本色,běn sè,7
本钱,本錢,běn qián,7
朱红,朱紅,zhū hóng,7
朴实,樸實,pǔ shí,7
朴素,樸素,pǔ sù,7
机动,機動,jī dòng,7
机密,機密,jī mì,7
机智,機智,jī zhì,7
机灵,機靈,jī ling,7
机舱,機艙,jī cāng,7
杀害,殺害,shā hài,7
杀手,殺手,shā shǒu,7
杂乱无章,雜亂無章,zá luàn wú zhāng,7
杂交,雜交,zá jiāo,7
杂技,雜技,zá jì,7
权威,權威,quán wēi,7
权益,權益,quán yì,7
权衡,權衡,quán héng,7
杜绝,杜絕,dù jué,7
束缚,束縛,shù fù,7
杠铃,槓鈴,gàng líng,7
条例,條例,tiáo lì,7
条款,條款,tiáo kuǎn,7
条约,條約,tiáo yuē,7
来临,來臨,lái lín,7
来历,來歷,lái lì,7
来回,來回,lái huí,7
来宾,來賓,Lái bīn,7
来年,來年,lái nián,7
来源于,來源於,lái yuán yú,7
来电,來電,lái diàn,7
来访,來訪,lái fǎng,7
来龙去脉,來龍去脈,lái lóng qù mài,7
杨树,楊樹,yáng shù,7
松弛,鬆弛,sōng chí,7
松绑,鬆綁,sōng bǎng,7
板块,板塊,bǎn kuài,7
极为,極為,jí wéi,7
极力,極力,jí lì,7
极少数,極少數,jí shǎo shù,7
极度,極度,jí dù,7
极限,極限,jí xiàn,7
构思,構思,gòu sī,7
构想,構想,gòu xiǎng,7
枕头,枕頭,zhěn tou,7
枚,枚,Méi,7
果园,果園,guǒ yuán,7
果断,果斷,guǒ duàn,7
果真,果真,guǒ zhēn,7
枢纽,樞紐,shū niǔ,7
枣,棗,zǎo,7
枪毙,槍斃,qiāng bì,7
枯燥,枯燥,kū zào,7
架势,架勢,jià shi,7
架子,架子,jià zi,7
柏树,柏樹,bǎi shù,7
柔和,柔和,róu hé,7
柔软,柔軟,róu ruǎn,7
柜台,櫃台,guì tái,7
查处,查處,chá chǔ,7
查找,查找,chá zhǎo,7
查明,查明,chá míng,7
柳树,柳樹,liǔ shù,7
柿子,柿子,shì zi,7
标,標,biāo,7
标本,標本,biāo běn,7
标榜,標榜,biāo bǎng,7
标示,標示,biāo shì,7
标签,標籤,biāo qiān,7
标致,標致,Biāo zhì,7
标语,標語,biāo yǔ,7
栋,棟,dòng,7
栋梁,棟梁,dòng liáng,7
栏,欄,lán,7
栏杆,欄杆,lán gān,7
树木,樹木,shù mù,7
树枝,樹枝,shù zhī,7
树梢,樹梢,shù shāo,7
树立,樹立,shù lì,7
树荫,樹蔭,shù yīn,7
株,株,zhū,7
样品,樣品,yàng pǐn,7
样本,樣本,yàng běn,7
核,核,hé,7
核实,核實,hé shí,7
核对,核對,hé duì,7
核桃,核桃,hé tao,7
核武器,核武器,hé wǔ qì,7
核电站,核電站,hé diàn zhàn,7
核能,核能,hé néng,7
根基,根基,gēn jī,7
根治,根治,gēn zhì,7
根深蒂固,根深蒂固,gēn shēn dì gù,7
根源,根源,gēn yuán,7
格,格,gé,7
格局,格局,gé jú,7
格式,格式,gé shì,7
格格不入,格格不入,gé gé bù rù,7
栽,栽,zāi,7
栽培,栽培,zāi péi,7
桂花,桂花,guì huā,7
框,框,kuàng,7
框架,框架,kuàng jià,7
案件,案件,àn jiàn,7
桑拿,桑拿,sāng ná,7
档次,檔次,dàng cì,7
桩,樁,zhuāng,7
桶,桶,tǒng,7
梦幻,夢幻,mèng huàn,7
梯子,梯子,tī zi,7
梳,梳,shū,7
梳子,梳子,shū zi,7
梳理,梳理,shū lǐ,7
检察,檢察,jiǎn chá,7
检讨,檢討,jiǎn tǎo,7
棉花,棉花,mián hua,7
棋,棊,qí,7
棋子,棋子,qí zǐ,7
棍,棍,gùn,7
棍子,棍子,gùn zi,7
棒球,棒球,bàng qiú,7
棘手,棘手,jí shǒu,7
棱角,稜角,léng jiǎo,7
棺材,棺材,guān cai,7
椰子,椰子,yē zi,7
楷模,楷模,kǎi mó,7
概况,概況,gài kuàng,7
概率,概率,gài lu:4,7
概论,概論,gài lùn,7
榜样,榜樣,bǎng yàng,7
榨,搾,zhà,7
槐树,槐樹,huái shù,7
槽,槽,cáo,7
模拟,模擬,mó nǐ,7
横七竖八,橫七豎八,héng qī shù bā,7
横向,橫向,héng xiàng,7
橘子,橘子,jú zi,7
橙汁,橙汁,chéng zhī,7
橡皮,橡皮,xiàng pí,7
橡胶,橡膠,xiàng jiāo,7
欠条,欠條,qiàn tiáo,7
欠缺,欠缺,qiàn quē,7
次日,次日,cì rì,7
欢呼,歡呼,huān hū,7
欢声笑语,歡聲笑語,huān shēng xiào yǔ,7
欢快,歡快,huān kuài,7
欢聚,歡聚,huān jù,7
欣喜,欣喜,xīn xǐ,7
欣慰,欣慰,xīn wèi,7
欣欣向荣,欣欣向榮,xīn xīn xiàng róng,7
欲望,慾望,yù wàng,7
欺诈,欺詐,qī zhà,7
欺骗,欺騙,qī piàn,7
款式,款式,kuǎn shì,7
款项,款項,kuǎn xiàng,7
歉意,歉意,qiàn yì,7
歌剧,歌劇,gē jù,7
歌咏,歌詠,gē yǒng,7
歌舞,歌舞,gē wǔ,7
歌颂,歌頌,gē sòng,7
止咳,止咳,zhǐ ké,7
止步,止步,zhǐ bù,7
止血,止血,zhǐ xuè,7
正宗,正宗,zhèng zōng,7
正直,正直,zhèng zhí,7
正能量,正能量,zhèng néng liàng,7
正视,正視,zhèng shì,7
正面,正面,zhèng miàn,7
此起彼伏,此起彼伏,cǐ qǐ bǐ fú,7
步伐,步伐,bù fá,7
步入,步入,bù rù,7
步骤,步驟,bù zhòu,7
武力,武力,wǔ lì,7
武装,武裝,wǔ zhuāng,7
歧视,歧視,qí shì,7
歪,歪,wāi,7
歪曲,歪曲,wāi qū,7
歹徒,歹徒,dǎi tú,7
死心,死心,sǐ xīn,7
死心塌地,死心塌地,sǐ xīn tā dì,7
歼灭,殲滅,jiān miè,7
残,殘,cán,7
残忍,殘忍,cán rěn,7
残留,殘留,cán liú,7
残缺,殘缺,cán quē,7
殴打,毆打,ōu dǎ,7
段落,段落,duàn luò,7
殷勤,殷勤,yīn qín,7
殿堂,殿堂,diàn táng,7
毁坏,毀壞,huǐ huài,7
毁灭,毀滅,huǐ miè,7
毅力,毅力,yì lì,7
毅然,毅然,yì rán,7
每当,每當,měi dāng,7
每逢,每逢,měi féng,7
比不上,比不上,bǐ bù shàng,7
比喻,比喻,bǐ yù,7
比比皆是,比比皆是,bǐ bǐ jiē shì,7
比试,比試,bǐ shì,7
比起,比起,bǐ qǐ,7
毫不,毫不,háo bù,7
毫不犹豫,毫不猶豫,háo bù yóu yù,7
毫无,毫無,háo wú,7
毯子,毯子,tǎn zi,7
民众,民眾,mín zhòng,7
民俗,民俗,mín sú,7
民办,民辦,mín bàn,7
民用,民用,mín yòng,7
气势,氣勢,qì shì,7
气味,氣味,qì wèi,7
气息,氣息,qì xī,7
气愤,氣憤,qì fèn,7
气泡,氣泡,qì pào,7
气派,氣派,qì pài,7
气管,氣管,qì guǎn,7
气质,氣質,qì zhì,7
气馁,氣餒,qì něi,7
气魄,氣魄,qì pò,7
氛围,氛圍,fēn wéi,7
氧,氧,yǎng,7
水准,水準,shuǐ zhǔn,7
水利,水利,shuǐ lì,7
水域,水域,shuǐ yù,7
水壶,水壺,shuǐ hú,7
水手,水手,shuǐ shǒu,7
水晶,水晶,shuǐ jīng,7
水槽,水槽,shuǐ cáo,7
水涨船高,水漲船高,shuǐ zhǎng chuán gāo,7
水温,水溫,shuǐ wēn,7
水源,水源,shuǐ yuán,7
水灵灵,水靈靈,shuǐ líng líng,7
水稻,水稻,shuǐ dào,7
水管,水管,shuǐ guǎn,7
水落石出,水落石出,shuǐ luò shí chū,7
水货,水貨,shuǐ huò,7
水面,水面,shuǐ miàn,7
水龙头,水龍頭,shuǐ lóng tóu,7
永不,永不,yǒng bù,7
永久,永久,yǒng jiǔ,7
永恒,永恆,yǒng héng,7
汁,汁,zhī,7
求助,求助,qiú zhù,7
求医,求醫,qiú yī,7
求婚,求婚,qiú hūn,7
求学,求學,qiú xué,7
求救,求救,qiú jiù,7
求证,求證,qiú zhèng,7
汇合,匯合,huì hé,7
汇聚,匯聚,huì jù,7
汇集,匯集,huì jí,7
汗水,汗水,hàn shuǐ,7
池塘,池塘,chí táng,7
污秽,污穢,wū huì,7
汤圆,湯圓,tāng yuán,7
汪洋,汪洋,wāng yáng,7
汹涌,洶湧,xiōng yǒng,7
沉思,沉思,chén sī,7
沉浸,沉浸,chén jìn,7
沉淀,沉澱,chén diàn,7
沉甸甸,沉甸甸,chén diàn diàn,7
沉着,沉著,chén zhuó,7
沉稳,沉穩,chén wěn,7
沉迷,沉迷,chén mí,7
沉闷,沉悶,chén mèn,7
沏,沏,qī,7
沐浴露,沐浴露,mù yù lù,7
沙滩,沙灘,shā tān,7
沙龙,沙龍,shā lóng,7
没准儿,沒準兒,méi zhǔn r,7
没劲,沒勁,méi jìn,7
没完没了,沒完沒了,méi wán méi liǎo,7
没意思,沒意思,méi yì si,7
没落,沒落,mò luò,7
没说的,沒說的,méi shuō de,7
没辙,沒轍,méi zhé,7
沧桑,滄桑,cāng sāng,7
沮丧,沮喪,jǔ sàng,7
河流,河流,hé liú,7
河畔,河畔,hé pàn,7
沸沸扬扬,沸沸揚揚,fèi fèi yáng yáng,7
沸腾,沸騰,fèi téng,7
油画,油畫,yóu huà,7
治学,治學,zhì xué,7
治愈,治癒,zhì yù,7
沼泽,沼澤,zhǎo zé,7
沽名钓誉,沽名釣譽,gū míng diào yù,7
沾,沾,zhān,7
沾光,沾光,zhān guāng,7
沿岸,沿岸,yán àn,7
沿线,沿線,yán xiàn,7
沿途,沿途,yán tú,7
泄,泄,xiè,7
泄密,洩密,xiè mì,7
泄气,洩氣,xiè qì,7
泄漏,洩漏,xiè lòu,7
泄露,泄露,xiè lù,7
泛滥,泛濫,fàn làn,7
泡沫,泡沫,pào mò,7
波及,波及,bō jí,7
波折,波折,bō zhé,7
波涛,波濤,bō tāo,7
波澜,波瀾,bō lán,7
泥土,泥土,ní tǔ,7
泥潭,泥潭,ní tán,7
注,注,zhù,7
注入,注入,zhù rù,7
注定,註定,zhù dìng,7
泰斗,泰斗,tài dǒu,7
泻,瀉,xiè,7
泼冷水,潑冷水,pō lěng shuǐ,7
洁净,潔淨,jié jìng,7
洋溢,洋溢,yáng yì,7
洗涤剂,洗滌劑,xǐ dí jì,7
洗礼,洗禮,xǐ lǐ,7
津津有味,津津有味,jīn jīn yǒu wèi,7
津贴,津貼,jīn tiē,7
洪亮,洪亮,hóng liàng,7
活儿,活兒,huó r,7
活期,活期,huó qī,7
活该,活該,huó gāi,7
洽谈,洽談,qià tán,7
派别,派別,pài bié,7
派遣,派遣,pài qiǎn,7
流入,流入,liú rù,7
流向,流向,liú xiàng,7
流域,流域,liú yù,7
流失,流失,liú shī,7
流氓,流氓,liú máng,7
流水,流水,liú shuǐ,7
流泪,流淚,liú lèi,7
流浪,流浪,liú làng,7
流淌,流淌,liú tǎng,7
流畅,流暢,liú chàng,7
流程,流程,liú chéng,7
流血,流血,liú xuè,7
流转,流轉,liú zhuǎn,7
流量,流量,liú liàng,7
流露,流露,liú lù,7
浇,澆,jiāo,7
测算,測算,cè suàn,7
测验,測驗,cè yàn,7
浏览,瀏覽,liú lǎn,7
浏览器,瀏覽器,liú lǎn qì,7
浑身,渾身,hún shēn,7
浓厚,濃厚,nóng hòu,7
浓缩,濃縮,nóng suō,7
浓郁,濃郁,nóng yù,7
浓重,濃重,nóng zhòng,7
浩劫,浩劫,hào jié,7
浪,浪,làng,7
浮力,浮力,fú lì,7
浮现,浮現,fú xiàn,7
浮躁,浮躁,fú zào,7
浴室,浴室,yù shì,7
海内外,海內外,hǎi nèi wài,7
海啸,海嘯,hǎi xiào,7
海域,海域,hǎi yù,7
海岸,海岸,hǎi àn,7
海峡,海峽,hǎi xiá,7
海拔,海拔,hǎi bá,7
海滨,海濱,hǎi bīn,7
海滩,海灘,hǎi tān,7
海盗,海盜,hǎi dào,7
海绵,海綿,hǎi mián,7
海藻,海藻,hǎi zǎo,7
海运,海運,hǎi yùn,7
海量,海量,hǎi liàng,7
海面,海面,hǎi miàn,7
浸泡,浸泡,jìn pào,7
涂,塗,tú,7
消,消,xiāo,7
消沉,消沉,xiāo chén,7
消遣,消遣,xiāo qiǎn,7
涉嫌,涉嫌,shè xián,7
涌,涌,chōng,7
涌入,湧入,yǒng rù,7
涌现,湧現,yǒng xiàn,7
涝,澇,lào,7
润,潤,rùn,7
涮,涮,shuàn,7
液体,液體,yè tǐ,7
液晶,液晶,yè jīng,7
涵义,涵義,hán yì,7
涵盖,涵蓋,hán gài,7
淀粉,澱粉,diàn fěn,7
淋,淋,lín,7
淌,淌,tǎng,7
淘,淘,táo,7
淘气,淘氣,táo qì,7
淘汰,淘汰,táo tài,7
淡化,淡化,dàn huà,7
淡季,淡季,dàn jì,7
深信,深信,shēn xìn,7
深入人心,深入人心,shēn rù rén xīn,7
深切,深切,shēn qiè,7
深受,深受,shēn shòu,7
深夜,深夜,shēn yè,7
深奥,深奧,shēn ào,7
深思,深思,shēn sī,7
深情,深情,shēn qíng,7
深远,深遠,shēn yuǎn,7
混凝土,混凝土,hùn níng tǔ,7
混浊,混濁,hùn zhuó,7
混淆,混淆,hùn xiáo,7
淹,淹,yān,7
添加,添加,tiān jiā,7
清凉,清涼,qīng liáng,7
清单,清單,qīng dān,7
清新,清新,Qīng xīn,7
清明,清明,Qīng míng,7
清晰,清晰,qīng xī,7
清淡,清淡,qīng dàn,7
清真寺,清真寺,qīng zhēn sì,7
清脆,清脆,qīng cuì,7
清除,清除,qīng chú,7
清静,清靜,qīng jìng,7
渊源,淵源,yuān yuán,7
渔民,漁民,yú mín,7
渔船,漁船,yú chuán,7
渗,滲,shèn,7
渗透,滲透,shèn tòu,7
渡过,渡過,dù guò,7
渣子,渣子,zhā zi,7
温习,溫習,wēn xí,7
温室,溫室,wēn shì,7
温度计,溫度計,wēn dù jì,7
温柔,溫柔,wēn róu,7
温泉,溫泉,Wēn quán,7
温馨,溫馨,wēn xīn,7
港,港,Gǎng,7
游船,遊船,yóu chuán,7
游览,遊覽,yóu lǎn,7
渺小,渺小,miǎo xiǎo,7
湖泊,湖泊,hú pō,7
湿度,濕度,shī dù,7
湿润,濕潤,shī rùn,7
溅,濺,jiàn,7
源于,源於,yuán yú,7
源头,源頭,yuán tóu,7
源泉,源泉,yuán quán,7
源源不断,源源不斷,yuán yuán bù duàn,7
溜,溜,liū,7
溜达,溜達,liū da,7
溢,溢,yì,7
溶解,溶解,róng jiě,7
滋味,滋味,zī wèi,7
滋润,滋潤,zī rùn,7
滑冰,滑冰,huá bīng,7
滑梯,滑梯,huá tī,7
滑稽,滑稽,huá jī,7
滑雪,滑雪,huá xuě,7
滔滔不绝,滔滔不絕,tāo tāo bù jué,7
滚动,滾動,gǔn dòng,7
滞后,滯後,zhì hòu,7
滞留,滯留,zhì liú,7
满怀,滿懷,mǎn huái,7
滥用,濫用,làn yòng,7
滨海,濱海,Bīn hǎi,7
漂,漂,piāo,7
漆,漆,qī,7
演习,演習,yǎn xí,7
演变,演變,yǎn biàn,7
演戏,演戲,yǎn xì,7
演技,演技,yǎn jì,7
演播室,演播室,yǎn bō shì,7
演示,演示,yǎn shì,7
演练,演練,yǎn liàn,7
演绎,演繹,yǎn yì,7
演艺圈,演藝圈,yǎn yì quān,7
演说,演說,yǎn shuō,7
漠然,漠然,mò rán,7
漫,漫,màn,7
漫游,漫遊,màn yóu,7
潇洒,瀟灑,xiāo sǎ,7
潜在,潛在,qián zài,7
潜水,潛水,qián shuǐ,7
潜移默化,潛移默化,qián yí mò huà,7
潜能,潛能,qián néng,7
潜艇,潛艇,qián tǐng,7
潦草,潦草,liáo cǎo,7
澄清,澄清,chéng qīng,7
激光,激光,jī guāng,7
激励,激勵,jī lì,7
激化,激化,jī huà,7
激发,激發,jī fā,7
激活,激活,jī huó,7
激素,激素,jī sù,7
激起,激起,jī qǐ,7
瀑布,瀑布,pù bù,7
灌,灌,guàn,7
灌溉,灌溉,guàn gài,7
灌输,灌輸,guàn shū,7
火候,火候,huǒ hou,7
火山,火山,huǒ shān,7
火暴,火暴,huǒ bào,7
火炬,火炬,huǒ jù,7
火热,火熱,huǒ rè,7
火焰,火焰,huǒ yàn,7
火花,火花,huǒ huā,7
火药,火藥,huǒ yào,7
火辣辣,火辣辣,huǒ là là,7
火速,火速,huǒ sù,7
火锅,火鍋,huǒ guō,7
灭亡,滅亡,miè wáng,7
灭绝,滅絕,miè jué,7
灯泡,燈泡,dēng pào,7
灯笼,燈籠,dēng lóng,7
灰,灰,huī,7
灰尘,灰塵,huī chén,7
灰心,灰心,huī xīn,7
灵,靈,líng,7
灵巧,靈巧,líng qiǎo,7
灵感,靈感,líng gǎn,7
灵敏,靈敏,líng mǐn,7
灵机一动,靈機一動,líng jī yī dòng,7
灵通,靈通,líng tōng,7
灵魂,靈魂,líng hún,7
灼热,灼熱,zhuó rè,7
灿烂,燦爛,càn làn,7
炉子,爐子,lú zi,7
炉灶,爐灶,lú zào,7
炎热,炎熱,yán rè,7
炎症,炎症,yán zhèng,7
炖,燉,dùn,7
炫耀,炫耀,xuàn yào,7
炭,炭,tàn,7
点击率,點擊率,diǎn jī lu:4,7
点子,點子,diǎn zi,7
点心,點心,diǎn xin,7
点火,點火,diǎn huǒ,7
点缀,點綴,diǎn zhuì,7
点评,點評,diǎn píng,7
炼,煉,liàn,7
烈士,烈士,liè shì,7
烘干,烘乾,hōng gān,7
烘托,烘托,hōng tuō,7
烟囱,煙囪,yān cōng,7
烟火,煙火,yān huǒ,7
烤,烤,kǎo,7
烦恼,煩惱,fán nǎo,7
烦躁,煩躁,fán zào,7
烦闷,煩悶,fán mèn,7
烧毁,燒燬,shāo huǐ,7
烧烤,燒烤,shāo kǎo,7
烫,燙,tàng,7
热带,熱帶,rè dài,7
热气,熱氣,rè qì,7
热气球,熱氣球,rè qì qiú,7
热潮,熱潮,rè cháo,7
热腾腾,熱騰騰,rè téng téng,7
热衷,熱衷,rè zhōng,7
烹调,烹調,pēng tiáo,7
焊,焊,hàn,7
焕发,煥發,huàn fā,7
焚烧,焚燒,fén shāo,7
焦,焦,Jiāo,7
焦急,焦急,jiāo jí,7
焦虑,焦慮,jiāo lu:4,7
焦距,焦距,jiāo jù,7
焦躁,焦躁,jiāo zào,7
焰火,焰火,yàn huǒ,7
煎,煎,jiān,7
煤炭,煤炭,méi tàn,7
煤矿,煤礦,méi kuàng,7
照例,照例,zhào lì,7
照办,照辦,zhào bàn,7
照常,照常,zhào cháng,7
照料,照料,zhào liào,7
照明,照明,zhào míng,7
煲,煲,bāo,7
煽动,煽動,shān dòng,7
熄火,熄火,xī huǒ,7
熏,熏,xūn,7
熏陶,薰陶,xūn táo,7
熙熙攘攘,熙熙攘攘,xī xī rǎng rǎng,7
熬,熬,āo,7
熬夜,熬夜,áo yè,7
燃放,燃放,rán fàng,7
燃气,燃氣,rán qì,7
燃油,燃油,rán yóu,7
燕子,燕子,yàn zi,7
爆冷门,爆冷門,bào lěng mén,7
爆满,爆滿,bào mǎn,7
爆竹,爆竹,bào zhú,7
爪子,爪子,zhuǎ zi,7
爱不释手,愛不釋手,ài bù shì shǒu,7
爱惜,愛惜,ài xī,7
爱理不理,愛理不理,ài lǐ bù lǐ,7
爱面子,愛面子,ài miàn zi,7
爵士,爵士,jué shì,7
爹,爹,diē,7
爽快,爽快,shuǎng kuai,7
片子,片子,piān zi,7
片段,片段,piàn duàn,7
牌照,牌照,pái zhào,7
牙膏,牙膏,yá gāo,7
牙齿,牙齒,yá chǐ,7
牡丹,牡丹,Mǔ dan,7
牢固,牢固,láo gù,7
牢牢,牢牢,láo láo,7
牢记,牢記,láo jì,7
牧场,牧場,mù chǎng,7
牧民,牧民,mù mín,7
物体,物體,wù tǐ,7
物流,物流,wù liú,7
物证,物證,wù zhèng,7
物资,物資,wù zī,7
牲畜,牲畜,shēng chù,7
牵制,牽制,qiān zhì,7
牵头,牽頭,qiān tóu,7
牵扯,牽扯,qiān chě,7
牵挂,牽掛,qiān guà,7
牵涉,牽涉,qiān shè,7
特产,特產,tè chǎn,7
特例,特例,tè lì,7
特制,特制,tè zhì,7
特权,特權,tè quán,7
特质,特質,tè zhì,7
特邀,特邀,tè yāo,7
特长,特長,tè cháng,7
犯愁,犯愁,fàn chóu,7
状元,狀元,zhuàng yuán,7
犹如,猶如,yóu rú,7
犹豫不决,猶豫不決,yóu yù bù jué,7
狂欢,狂歡,kuáng huān,7
狂欢节,狂歡節,kuáng huān jié,7
狂热,狂熱,kuáng rè,7
狡猾,狡猾,jiǎo huá,7
独,獨,dú,7
独一无二,獨一無二,dú yī wú èr,7
独唱,獨唱,dú chàng,7
独家,獨家,dú jiā,7
独立自主,獨立自主,dú lì zì zhǔ,7
独身,獨身,dú shēn,7
狭小,狹小,xiá xiǎo,7
狭窄,狹窄,xiá zhǎi,7
狭隘,狹隘,xiá ài,7
狮子,獅子,Shī zǐ,7
狼,狼,láng,7
狼狈,狼狽,láng bèi,7
猎人,獵人,liè rén,7
猎犬,獵犬,liè quǎn,7
猖狂,猖狂,chāng kuáng,7
猛烈,猛烈,měng liè,7
猛然,猛然,měng rán,7
猜想,猜想,cāi xiǎng,7
猜谜,猜謎,cāi mí,7
猩猩,猩猩,xīng xing,7
献血,獻血,xiàn xuè,7
玄,玄,xuán,7
玄机,玄機,xuán jī,7
率,率,lu:4,7
王国,王國,wáng guó,7
王牌,王牌,wáng pái,7
玩意儿,玩意兒,wán yì r,7
玩耍,玩耍,wán shuǎ,7
玫瑰,玫瑰,méi guī,7
环球,環球,huán qiú,7
环绕,環繞,huán rào,7
现任,現任,xiàn rèn,7
现成,現成,xiàn chéng,7
现行,現行,xiàn xíng,7
珍藏,珍藏,zhēn cáng,7
珍视,珍視,zhēn shì,7
珍重,珍重,zhēn zhòng,7
理事,理事,lǐ shì,7
理会,理會,lǐ huì,7
理念,理念,lǐ niàn,7
理性,理性,lǐ xìng,7
理所当然,理所當然,lǐ suǒ dāng rán,7
理直气壮,理直氣壯,lǐ zhí qì zhuàng,7
理睬,理睬,lǐ cǎi,7
理科,理科,lǐ kē,7
琢磨,琢磨,zhuó mó,7
瑞雪,瑞雪,ruì xuě,7
瑰宝,瑰寶,guī bǎo,7
瓜分,瓜分,guā fēn,7
瓜子,瓜子,guā zǐ,7
瓦,瓦,wǎ,7
瓶颈,瓶頸,píng jǐng,7
瓷,瓷,cí,7
瓷器,瓷器,cí qì,7
甘心,甘心,gān xīn,7
甚至于,甚至於,shèn zhì yú,7
甜头,甜頭,tián tou,7
甜美,甜美,tián měi,7
甜蜜,甜蜜,tián mì,7
生前,生前,shēng qián,7
生命线,生命線,shēng mìng xiàn,7
生平,生平,shēng píng,7
生态,生態,shēng tài,7
生怕,生怕,shēng pà,7
生效,生效,shēng xiào,7
生机,生機,shēng jī,7
生死,生死,shēng sǐ,7
生涯,生涯,shēng yá,7
生物,生物,shēng wù,7
生理,生理,shēng lǐ,7
生硬,生硬,shēng yìng,7
生育,生育,shēng yù,7
用人,用人,yòng rén,7
用力,用力,yòng lì,7
用功,用功,yòng gōng,7
用意,用意,yòng yì,7
用餐,用餐,yòng cān,7
甩,甩,shuǎi,7
由来,由來,yóu lái,7
由此可见,由此可見,yóu cǐ kě jiàn,7
由此看来,由此看來,yóu cǐ kàn lái,7
由衷,由衷,yóu zhōng,7
申办,申辦,shēn bàn,7
申报,申報,shēn bào,7
申领,申領,shēn lǐng,7
电信,電信,diàn xìn,7
电报,電報,diàn bào,7
电线,電線,diàn xiàn,7
电网,電網,diàn wǎng,7
电讯,電訊,diàn xùn,7
电铃,電鈴,diàn líng,7
画册,畫冊,huà cè,7
画展,畫展,huà zhǎn,7
画蛇添足,畫蛇添足,huà shé tiān zú,7
画龙点睛,畫龍點睛,huà lóng diǎn jīng,7
畅谈,暢談,chàng tán,7
畅销,暢銷,chàng xiāo,7
界定,界定,jiè dìng,7
界线,界線,jiè xiàn,7
界限,界限,jiè xiàn,7
畏惧,畏懼,wèi jù,7
畏缩,畏縮,wèi suō,7
留心,留心,liú xīn,7
留念,留念,liú niàn,7
留恋,留戀,liú liàn,7
留意,留意,liú yì,7
留神,留神,liú shén,7
略,略,lu:è,7
略微,略微,lu:è wēi,7
畸形,畸形,jī xíng,7
疏导,疏導,shū dǎo,7
疏忽,疏忽,shū hu,7
疏散,疏散,shū sàn,7
疏通,疏通,shū tōng,7
疑惑,疑惑,yí huò,7
疑点,疑點,yí diǎn,7
疑虑,疑慮,yí lu:4,7
疗效,療效,liáo xiào,7
疗法,療法,liáo fǎ,7
疫苗,疫苗,yì miáo,7
疯子,瘋子,fēng zi,7
疲倦,疲倦,pí juàn,7
疲劳,疲勞,pí láo,7
疲惫,疲憊,pí bèi,7
疲惫不堪,疲憊不堪,pí bèi bù kān,7
病床,病床,bìng chuáng,7
病症,病症,bìng zhèng,7
症结,癥結,zhēng jié,7
痒,痒,yǎng,7
痕迹,痕跡,hén jì,7
痛心,痛心,tòng xīn,7
痰,痰,tán,7
痴呆,痴獃,chī dāi,7
痴心,痴心,chī xīn,7
痴迷,痴迷,chī mí,7
瘟疫,瘟疫,wēn yì,7
瘫,癱,tān,7
瘫痪,癱瘓,tān huàn,7
瘾,癮,yǐn,7
癌,癌,ái,7
癌症,癌症,ái zhèng,7
登机,登機,dēng jī,7
登陆,登陸,dēng lù,7
白白,白白,bái bái,7
百分比,百分比,bǎi fēn bǐ,7
百合,百合,bǎi hé,7
百科全书,百科全書,bǎi kē quán shū,7
皆,皆,jiē,7
皇上,皇上,huáng shang,7
皇后,皇后,huáng hòu,7
皇室,皇室,huáng shì,7
皇宫,皇宮,huáng gōng,7
皮带,皮帶,pí dài,7
